Date,Symbol,Adj Close,Close,High,Low,Open,Volume
2022-12-01,AAPL,148.30999755859375,148.30999755859375,149.1300048828125,146.61000061035156,148.2100067138672,71250400
2022-12-01,GOOG,101.27999877929688,101.27999877929688,102.58999633789062,100.66999816894531,101.4000015258789,21771500
2022-12-01,MSFT,254.69000244140625,254.69000244140625,256.1199951171875,250.9199981689453,253.8699951171875,26041500
2022-12-02,AAPL,147.80999755859375,147.80999755859375,148.0,145.64999389648438,145.9600067138672,65447400
2022-12-02,GOOG,100.83000183105469,100.83000183105469,101.1500015258789,99.16999816894531,99.37000274658203,18812200
2022-12-02,MSFT,255.02000427246094,255.02000427246094,256.05999755859375,249.69000244140625,249.82000732421875,21528500
2022-12-05,AAPL,146.6300048828125,146.6300048828125,150.9199981689453,145.77000427246094,147.77000427246094,68826400
2022-12-05,GOOG,99.87000274658203,99.87000274658203,101.75,99.3550033569336,99.81500244140625,19955500
2022-12-05,MSFT,250.1999969482422,250.1999969482422,253.82000732421875,248.05999755859375,252.00999450683594,23435300
2022-12-06,AAPL,142.91000366210938,142.91000366210938,147.3000030517578,141.9199981689453,147.07000732421875,64727200
2022-12-06,GOOG,97.30999755859375,97.30999755859375,100.20999908447266,96.76000213623047,99.66999816894531,20877600
2022-12-06,MSFT,245.1199951171875,245.1199951171875,251.86000061035156,243.77999877929688,250.82000732421875,22463700
